,AAPl,MSFT,GOOG,AMZN,NVDA,TSLA,META,AVGO,COST,PEP,AMGN,TXN,AMD,TMUS,NFLX,CMCSA,AZN,CSCO,ASML,ADBE
501,141.5,281.92,133.27,164.25,207.16,258.49,339.39,484.93,449.35,150.41,212.65,192.21,102.9,127.76,610.34,55.93,60.06,54.43,745.11,575.72
502,142.65,289.1,136.46,164.16,207.42,258.41,343.01,487.35,448.33,150.95,213.92,193.79,102.45,126.76,613.15,57.21,59.68,55.14,741.81,577.47
503,139.14,283.11,133.76,159.49,197.32,260.51,326.23,475.95,440.14,150.2,211.44,190.4,100.34,125.46,603.35,56.78,60.54,54.23,712.94,558.49
504,141.11,288.76,136.18,161.05,204.51,260.2,332.96,485.42,446.24,151.09,211.86,193.88,101.81,125.4,634.81,56.79,59.89,54.69,732.87,566.7
505,142.0,293.11,137.35,163.1,207.0,260.92,333.64,488.78,449.34,154.96,209.98,194.39,103.64,124.6,639.1,56.9,59.86,53.94,732.5,570.31
506,143.29,294.85,139.19,165.12,210.75,264.54,329.22,493.92,452.87,156.39,209.12,195.31,106.45,123.18,631.85,57.4,60.37,55.02,746.82,578.96
507,142.9,294.85,140.06,164.43,208.31,261.83,330.05,492.85,451.85,156.03,208.95,195.24,105.06,121.22,632.66,54.7,60.61,55.08,730.27,576.86
508,142.81,294.23,138.85,162.32,206.95,263.98,325.45,492.34,449.7,156.24,206.7,193.37,104.68,117.19,627.04,52.22,60.8,54.93,721.89,573.07
509,141.51,292.88,136.71,162.37,206.71,268.57,323.77,485.28,446.87,156.93,201.89,188.48,105.04,116.28,624.94,52.33,60.27,54.28,725.05,580.69
510,140.91,296.31,137.9,164.21,209.39,270.36,324.54,485.01,445.3,157.99,203.61,187.1,109.16,116.46,629.76,52.69,60.45,54.62,744.42,591.12
511,143.76,302.75,141.41,164.99,217.46,272.77,328.53,497.6,450.66,159.26,206.78,192.49,111.99,119.26,633.8,53.99,59.67,55.65,778.29,607.51
512,144.84,304.21,141.68,170.45,218.62,281.01,324.76,503.25,452.39,158.81,207.84,194.45,112.12,117.56,628.29,54.02,60.22,55.25,789.4,610.09
513,146.55,307.29,142.96,172.34,222.22,290.04,335.34,503.36,461.95,158.09,203.13,194.91,116.43,117.38,637.97,53.22,59.29,55.19,788.22,622.83
514,148.76,308.23,143.82,172.21,222.9,288.09,339.99,510.39,467.08,160.1,206.78,198.23,116.33,118.56,639.0,54.24,60.17,55.74,800.96,636.07
515,149.26,307.41,142.42,170.75,221.03,288.6,340.78,509.39,469.77,161.31,209.66,199.38,116.39,121.94,625.14,54.71,60.63,56.2,767.7,632.37
516,149.48,310.76,142.78,171.75,226.92,298.0,341.88,514.15,477.23,159.18,208.99,201.29,119.33,116.85,653.16,54.03,61.22,55.69,787.56,638.66
517,148.69,309.16,138.63,166.78,227.26,303.23,324.61,515.41,481.99,159.97,209.24,199.07,119.82,116.87,664.78,54.22,61.79,55.11,800.97,643.58
518,148.64,308.13,138.77,166.02,231.66,341.62,328.69,522.07,490.1,159.22,207.63,200.2,122.36,115.93,671.66,54.08,61.77,55.14,788.44,646.97
519,149.32,310.11,139.67,168.8,247.17,339.48,315.81,533.87,485.53,161.17,208.68,196.98,122.93,116.36,668.52,53.76,62.26,55.81,791.23,642.5
520,148.85,323.17,146.43,169.62,244.51,345.95,312.22,523.11,489.11,160.61,206.58,187.1,122.28,116.62,662.92,52.44,61.77,56.18,801.0,640.08
521,152.57,324.35,146.13,172.33,249.41,359.01,316.92,529.57,490.53,161.62,207.17,187.87,121.16,116.04,674.05,51.9,62.19,56.24,813.19,639.28
522,149.8,331.62,148.27,168.62,255.67,371.33,323.57,531.67,491.54,161.6,206.97,187.48,120.23,115.03,690.31,51.43,62.38,55.97,812.88,650.36
523,148.96,329.37,143.77,165.91,258.27,402.86,329.98,528.05,491.87,161.26,209.79,187.47,125.23,115.86,681.17,52.26,62.46,56.1,807.45,640.2
524,150.02,333.13,145.86,165.64,264.01,390.67,328.08,537.07,496.99,162.74,214.26,189.34,127.63,115.8,677.72,52.64,63.56,57.62,812.02,640.4
525,151.49,334.0,146.79,169.2,265.98,404.62,331.62,542.37,502.33,164.3,218.13,189.19,130.53,121.94,688.29,52.95,63.83,57.65,830.02,655.18
526,150.96,336.44,148.68,173.85,298.01,409.97,335.85,548.62,515.62,164.31,214.93,191.11,137.5,122.65,668.4,52.73,63.83,57.12,850.49,674.08
527,151.28,336.06,149.24,175.95,297.52,407.36,341.13,558.92,513.12,166.0,213.77,193.4,136.34,122.67,645.72,53.9,63.09,57.07,847.0,662.72
528,150.44,336.99,149.35,174.45,308.04,387.65,338.62,558.95,503.81,162.43,211.37,192.36,150.16,120.86,651.45,53.49,62.99,57.0,849.93,666.02
529,150.81,335.95,149.25,178.81,306.57,341.17,335.37,557.8,508.71,163.51,211.71,190.79,148.92,119.86,655.99,53.75,62.7,57.44,850.05,667.92
530,147.92,330.8,146.63,174.1,294.59,355.98,327.64,548.77,505.51,164.04,213.21,187.02,139.87,119.55,646.91,54.17,63.14,57.77,817.85,647.5
531,147.87,332.43,146.75,173.63,303.9,354.5,327.74,555.4,512.18,162.69,211.56,188.6,146.01,118.47,657.58,53.66,62.92,56.76,833.39,643.17
532,149.99,336.72,149.65,176.26,303.9,344.47,340.89,563.22,517.17,162.65,211.39,190.08,147.89,118.24,682.61,53.5,58.8,56.82,851.63,657.6
533,150.0,336.07,149.39,177.28,300.25,337.8,347.56,565.77,519.89,163.8,207.4,189.23,146.49,117.77,679.33,53.38,59.78,57.27,856.72,659.73
534,151.0,339.51,149.08,177.04,302.03,351.58,342.96,568.77,526.72,163.31,205.39,188.52,152.45,118.36,687.4,53.12,57.63,57.0,860.55,671.03
535,153.49,339.12,149.06,177.45,292.61,363.0,340.77,569.64,526.29,163.37,205.82,189.57,151.34,117.19,691.69,53.73,57.73,56.76,859.46,670.67
536,157.87,341.27,150.71,184.8,316.75,365.46,338.69,574.81,529.37,163.42,204.02,193.47,155.02,116.98,682.02,52.78,56.71,53.63,879.12,670.96
537,160.55,343.11,149.95,183.83,329.85,379.02,345.3,568.72,533.79,163.81,206.08,195.16,155.41,115.62,678.8,51.91,56.66,53.25,857.17,688.37
538,161.02,339.83,147.08,178.63,319.56,385.62,341.01,553.28,539.65,164.15,202.73,192.5,152.52,113.85,659.2,51.51,56.55,54.6,825.75,673.57
539,161.41,337.68,146.76,179.0,317.46,369.68,337.25,555.12,545.26,165.25,204.53,192.64,149.92,115.46,654.06,52.04,56.73,55.3,807.48,665.16
540,161.94,337.91,146.72,179.02,326.74,372.0,341.06,558.73,549.73,163.74,203.97,193.6,157.8,114.48,658.29,51.88,56.34,55.54,802.39,668.32
541,156.81,329.68,142.81,175.23,315.03,360.64,333.12,546.59,546.13,161.14,201.09,188.26,154.81,113.53,665.64,51.1,56.58,54.67,782.02,662.1
542,160.24,336.63,146.11,178.08,333.76,379.0,338.03,564.34,554.88,164.14,203.47,194.38,161.91,113.4,663.84,51.53,55.53,55.76,815.01,687.49
543,165.3,330.59,142.45,175.35,326.76,381.59,324.46,553.68,539.38,159.78,198.88,192.37,158.37,108.81,641.9,49.98,54.83,54.84,791.51,669.85
544,164.77,330.08,141.62,172.19,314.35,365.0,310.6,554.76,529.84,160.16,200.8,191.76,149.11,106.72,617.77,49.08,54.88,55.03,804.0,657.41
545,163.76,329.49,143.78,171.87,321.26,361.53,310.39,552.45,525.51,160.62,201.17,193.58,150.68,110.36,616.47,51.5,54.79,56.15,789.38,671.88
546,161.84,323.01,142.52,169.49,306.93,338.32,306.84,558.12,528.93,164.71,202.44,193.38,144.01,112.77,602.13,51.78,54.23,56.23,771.52,616.53
547,165.32,326.19,143.8,171.37,300.37,336.34,317.87,564.98,533.2,166.42,208.79,194.61,139.06,115.63,612.69,52.35,55.41,56.96,756.39,622.04
548,171.18,334.92,148.04,176.16,324.27,350.58,322.81,590.4,542.02,166.23,211.32,199.03,144.85,117.15,625.58,49.58,54.76,58.08,806.01,649.96
549,175.08,334.97,148.72,176.16,318.26,356.32,330.56,588.56,530.11,166.52,213.53,196.39,145.24,114.75,628.08,48.94,55.13,57.02,803.92,653.1
550,174.56,333.1,148.11,174.17,304.9,334.6,329.82,583.42,524.33,166.31,212.57,193.4,138.1,113.99,611.0,47.81,54.96,57.55,772.61,632.57
551,179.45,342.54,148.68,172.21,301.98,339.01,329.75,631.68,558.82,168.97,210.89,196.0,138.55,114.77,611.66,48.45,54.02,59.25,781.84,654.45
552,175.74,339.4,146.7,169.57,281.61,322.14,334.49,621.66,557.22,169.81,211.39,193.24,133.8,115.01,604.56,47.71,54.58,58.61,764.47,658.3
553,174.33,328.34,144.97,169.09,283.37,319.5,333.74,614.91,545.34,169.39,213.74,190.27,135.6,117.31,597.99,48.76,54.5,57.77,754.39,614.86
554,179.3,334.65,147.37,173.32,304.59,325.33,341.66,639.86,565.48,171.57,219.25,193.44,146.5,118.42,605.04,48.18,55.72,59.93,792.22,630.33
555,172.26,324.9,144.84,168.87,283.87,308.97,334.9,620.68,552.63,171.82,222.58,188.24,138.64,120.58,591.06,48.84,57.09,60.31,755.0,566.09
556,171.14,323.8,142.8,170.02,278.01,310.86,333.79,634.96,547.61,168.3,222.5,186.3,137.75,119.81,586.73,48.75,56.02,60.46,749.87,556.64
557,169.75,319.91,142.4,167.08,277.19,299.98,325.45,645.03,548.56,169.42,219.99,184.24,135.8,118.99,593.74,48.4,56.56,60.36,752.88,549.77
558,172.99,327.29,144.22,170.42,290.75,312.84,334.2,646.24,545.43,168.92,220.92,186.37,144.25,121.1,604.92,48.86,56.94,61.03,783.04,557.52
559,175.64,333.2,146.95,171.04,294.0,336.29,330.45,655.2,549.67,169.97,221.53,186.93,143.88,120.56,614.24,49.03,58.08,61.53,792.12,563.98
560,176.28,334.69,147.14,171.07,296.4,355.67,335.24,664.8,550.37,169.78,223.79,187.4,146.14,119.91,614.09,50.03,57.64,62.28,801.41,569.62
561,180.33,342.45,148.06,169.67,309.45,364.65,346.18,674.28,563.47,171.47,225.17,191.84,154.36,118.58,613.12,50.47,58.06,63.42,811.43,577.68
562,179.29,341.25,146.45,170.66,303.22,362.82,346.22,669.0,564.64,172.36,225.77,191.1,153.15,118.16,610.71,50.51,58.32,63.53,804.77,569.36
563,179.38,341.95,146.5,169.2,300.01,362.06,342.94,672.61,567.77,172.97,227.6,190.81,148.26,117.64,610.54,50.59,58.65,63.96,801.98,569.29
564,178.2,339.32,146.0,168.64,295.86,356.78,344.36,665.08,563.91,172.67,226.47,189.41,145.15,116.51,612.09,50.59,58.47,63.62,800.22,570.53
565,177.57,336.32,144.68,166.72,294.11,352.26,336.35,665.41,567.7,173.71,224.97,188.47,143.9,115.98,602.44,50.33,58.25,63.37,796.14,567.06
566,182.01,334.75,145.07,170.4,301.21,399.93,338.54,663.32,566.71,172.98,226.69,190.6,150.24,114.43,597.37,50.74,58.31,63.16,797.49,564.37
567,179.7,329.01,144.42,167.52,292.9,383.2,336.53,670.92,564.23,173.23,227.84,190.8,144.42,114.06,591.15,50.19,57.27,61.25,779.19,554.0
568,174.92,316.38,137.65,164.36,276.04,362.71,324.17,643.0,549.92,173.82,225.14,186.82,136.15,115.36,567.52,50.22,56.88,60.28,745.67,514.43
569,172.0,313.88,137.55,163.25,281.78,354.9,332.46,637.03,549.8,173.86,225.17,186.76,136.23,115.57,553.29,50.51,56.67,60.92,763.12,514.12
570,172.17,314.04,137.0,162.55,272.47,342.32,331.79,619.15,536.18,174.08,227.29,179.44,132.0,109.74,541.06,50.05,57.48,61.13,756.1,510.7
571,172.19,314.27,138.57,161.49,274.0,352.71,328.07,621.16,518.8,174.17,230.37,182.96,132.0,105.74,539.85,50.52,57.88,61.82,727.17,525.83
572,175.08,314.98,140.02,165.36,278.17,354.8,334.37,622.05,522.03,174.09,232.38,184.64,137.31,110.97,540.84,51.14,58.1,62.37,729.16,529.89
573,175.53,318.27,141.65,165.21,279.99,368.74,333.26,622.0,525.8,173.9,231.76,186.03,137.47,110.85,537.22,50.95,58.4,62.12,742.17,532.37
574,172.19,304.8,139.13,161.21,265.75,343.85,326.48,597.19,516.88,174.18,230.85,184.15,132.74,110.12,519.2,51.28,58.1,61.5,730.08,516.9
575,173.07,310.2,139.79,162.14,269.42,349.87,331.9,596.37,502.99,175.64,235.36,187.01,136.88,108.52,525.69,51.68,58.85,61.36,744.53,520.6
576,169.8,302.65,136.29,158.92,259.03,343.5,318.15,577.79,488.07,173.96,233.83,182.28,131.93,106.91,510.8,50.18,59.84,59.73,715.23,513.34
577,166.23,303.33,135.65,156.3,250.67,331.88,319.59,563.97,490.16,175.21,231.3,178.3,128.27,105.38,515.86,50.33,59.48,58.9,698.82,516.58
578,164.51,301.6,133.51,151.67,241.5,332.09,316.56,547.72,482.82,173.94,228.9,173.45,121.89,104.06,508.25,50.22,60.17,58.08,706.46,510.85
579,162.41,296.03,130.09,142.64,233.74,314.63,303.17,533.23,481.61,174.22,227.72,175.64,118.81,101.62,397.5,49.73,59.1,56.68,694.73,499.91
580,161.62,296.37,130.37,144.54,233.72,310.0,308.71,541.58,488.9,173.33,226.08,178.34,116.53,106.65,387.15,50.07,56.97,56.9,687.42,519.66
581,159.78,288.49,126.74,139.99,223.24,306.13,300.15,534.14,477.32,171.34,225.04,173.96,111.13,105.67,366.42,49.67,57.85,56.11,648.57,502.72
582,159.69,296.71,129.24,138.87,227.72,312.47,294.63,557.12,483.47,169.53,222.54,178.33,110.71,104.22,359.7,48.46,57.12,55.33,653.26,500.81
583,159.22,299.84,129.12,139.64,219.44,276.37,294.64,542.31,482.52,169.37,224.0,174.81,102.6,106.03,386.7,48.01,59.52,54.62,634.66,493.05
584,170.33,308.26,133.29,143.98,228.4,282.12,301.71,560.1,492.43,172.67,229.14,177.29,105.24,108.65,384.36,49.72,59.3,55.61,644.97,518.16
585,174.78,310.98,135.7,149.57,244.86,312.24,313.26,585.88,505.13,173.52,227.14,179.49,114.25,108.17,427.14,49.99,58.21,55.67,677.2,534.3
586,174.61,308.76,137.88,151.19,246.38,310.42,319.0,592.72,508.41,172.34,228.68,181.29,116.78,109.55,457.13,49.94,57.68,55.37,681.48,535.98
587,175.84,313.46,148.04,150.61,252.42,301.89,323.0,603.43,522.02,175.47,228.93,187.84,122.76,109.58,429.48,49.99,59.01,56.17,686.75,533.09
588,172.9,301.25,142.65,138.85,239.48,297.05,237.76,580.85,521.77,175.37,224.04,175.59,120.08,120.78,405.6,49.64,57.33,55.2,645.93,510.83
589,172.39,305.94,143.02,157.64,243.19,307.77,237.09,590.16,519.77,172.49,222.11,171.42,123.6,120.94,410.17,49.33,55.72,55.15,652.81,513.54
590,171.66,300.95,138.94,157.94,247.28,302.45,224.91,587.63,515.89,171.81,223.53,169.95,123.67,122.05,402.1,48.86,56.68,55.17,650.03,507.1
591,174.83,304.56,139.21,161.41,251.08,307.33,220.18,600.22,521.15,172.02,241.01,172.63,128.23,125.44,403.53,49.21,56.65,55.34,653.47,511.31
592,176.28,311.21,141.45,161.19,267.05,310.67,232.0,611.34,528.83,171.94,237.19,176.71,132.85,128.08,412.89,49.77,57.2,56.29,680.37,521.75
593,172.12,302.38,138.6,159.0,258.24,301.52,228.07,591.36,518.48,168.37,228.82,170.66,125.77,125.13,406.27,48.92,58.6,54.87,656.88,495.02
594,168.64,295.04,134.13,153.29,239.49,286.67,219.55,573.42,509.67,168.58,228.2,164.4,113.18,124.48,391.31,47.62,58.04,53.9,628.24,473.97
595,168.88,295.0,135.3,155.17,242.67,291.92,217.7,578.58,506.56,166.7,224.27,162.47,114.27,125.51,396.57,47.4,57.54,53.18,627.91,474.01
596,172.79,300.47,136.43,156.51,264.95,307.48,221.0,602.77,513.92,165.96,223.94,166.17,121.47,127.03,407.46,48.05,60.3,54.27,656.41,479.5
597,172.55,299.5,137.49,158.1,265.11,307.8,216.54,597.21,512.4,166.3,222.66,168.24,117.69,127.46,398.08,48.09,60.84,54.25,663.86,477.7
598,168.88,290.73,132.31,154.65,245.07,292.12,207.71,579.0,515.01,166.75,221.68,164.65,112.37,124.55,386.67,46.77,60.99,55.77,650.43,457.71
599,167.3,287.93,130.47,152.6,236.42,285.66,206.16,579.99,512.67,167.71,220.77,166.74,113.83,123.98,391.29,46.64,59.86,57.21,647.83,442.56
600,164.32,287.72,129.4,150.2,233.9,273.84,202.08,577.46,502.18,168.35,221.41,166.69,115.65,123.51,377.38,46.94,60.81,56.3,640.27,438.4
601,160.07,280.27,127.59,144.83,223.87,254.68,198.45,565.19,495.26,166.69,221.0,165.64,109.76,121.44,367.46,45.13,60.54,54.44,631.73,429.45
602,162.74,294.59,132.67,151.36,237.48,266.92,207.6,580.0,505.58,163.79,219.27,169.59,116.61,123.66,390.03,46.01,58.13,54.73,656.84,463.82
603,164.85,297.31,134.52,153.79,241.57,269.96,210.48,588.01,517.49,168.38,227.03,170.82,121.06,125.46,390.8,47.07,60.58,56.04,667.12,465.54
604,165.12,298.79,134.89,153.56,243.85,290.14,211.03,587.44,519.25,163.74,226.48,169.99,123.34,123.21,394.52,46.76,60.88,55.77,666.51,467.68
605,163.2,294.95,134.17,151.14,234.77,288.12,203.49,570.12,522.93,162.27,225.21,167.29,113.83,123.13,386.24,46.39,61.34,54.62,634.21,466.68
606,166.56,300.19,134.75,152.05,242.2,293.3,208.11,585.78,528.0,164.52,228.59,170.1,118.28,125.61,380.03,46.38,62.0,56.15,655.37,471.18
607,166.23,295.92,134.31,147.9,237.14,279.76,202.97,578.6,533.05,163.27,232.64,171.0,111.98,123.92,368.07,47.12,60.07,56.07,630.79,459.08
608,163.17,289.86,132.12,145.64,229.36,279.43,200.06,595.99,525.5,165.75,232.91,169.98,108.41,123.23,361.73,47.21,57.47,56.51,594.32,452.13
609,159.3,278.91,126.46,137.45,213.52,268.19,187.47,570.7,528.52,162.45,234.36,164.89,102.95,122.31,350.26,46.3,56.5,55.59,574.34,437.97
610,157.44,275.85,127.28,136.01,215.14,274.8,190.29,575.95,523.36,157.87,231.1,167.34,105.53,119.28,341.76,46.13,57.69,54.4,573.04,431.53
611,162.95,288.5,133.87,139.28,230.14,286.32,198.5,597.02,527.65,157.4,231.46,172.46,111.05,121.96,358.79,46.12,60.43,55.92,621.34,450.87
612,158.52,285.59,132.68,146.82,226.58,279.43,195.21,587.73,532.72,154.51,226.95,172.75,106.46,123.54,356.77,45.39,60.9,54.71,600.07,438.95
613,154.73,280.07,130.48,145.52,221.0,265.12,187.61,577.85,527.42,153.73,228.85,170.36,104.29,124.57,340.32,45.02,60.3,54.69,585.85,416.38
614,150.62,276.44,126.74,141.85,213.3,255.46,186.63,567.8,525.95,155.89,229.21,166.72,102.25,124.07,331.01,44.97,60.39,54.3,577.55,411.5
615,155.09,287.15,129.66,147.37,229.73,267.3,192.03,592.76,542.32,159.0,231.56,172.32,109.33,126.28,343.75,45.54,61.37,55.6,596.7,421.66
616,159.59,294.39,133.69,153.1,244.96,280.08,203.63,607.12,543.39,159.7,231.67,176.33,115.37,127.76,357.53,46.23,61.96,55.81,650.63,442.36
617,160.62,295.22,134.6,157.24,247.66,290.53,207.84,602.67,552.79,160.94,235.86,178.47,111.69,128.95,371.4,46.48,63.67,56.17,654.1,444.36
618,163.98,300.43,136.8,161.25,264.53,301.8,216.49,610.41,561.35,162.79,236.25,180.1,113.46,127.18,380.6,46.91,63.23,55.97,679.86,453.33
619,165.38,299.16,136.48,161.49,267.34,307.05,211.49,601.29,555.53,162.56,236.32,180.46,115.92,125.97,374.59,46.67,63.48,56.0,682.91,453.59
620,168.82,304.06,140.28,164.89,265.24,331.33,216.65,611.34,559.42,164.34,236.47,182.35,114.78,125.69,382.92,47.22,63.66,56.17,688.74,466.45
621,170.21,299.49,138.5,163.41,256.34,333.04,213.46,599.38,554.02,163.48,234.18,179.08,113.92,124.83,374.49,46.52,64.32,54.48,665.36,422.9
622,174.07,304.1,141.31,163.65,281.5,337.97,219.57,626.43,558.11,164.47,236.87,184.21,120.53,125.69,375.71,46.8,66.02,54.5,690.54,432.14
623,174.72,303.68,141.52,164.77,276.92,336.88,221.82,628.87,555.71,165.24,238.79,184.9,119.67,124.29,373.85,47.13,65.13,54.97,687.36,431.62
624,175.6,310.7,141.95,168.99,282.19,363.95,223.59,632.88,565.21,165.73,240.47,185.68,120.24,126.49,378.51,47.53,65.38,55.14,694.83,450.01
625,178.96,315.41,143.25,169.32,286.56,366.52,229.86,641.47,569.98,168.19,241.54,191.01,123.23,128.43,391.82,47.78,65.95,55.67,709.14,466.33
626,177.77,313.86,142.64,166.3,276.9,364.66,227.85,631.09,576.47,167.96,242.57,187.45,119.22,128.61,381.47,47.69,67.12,56.05,684.56,460.06
627,174.61,308.31,139.65,163.0,272.86,359.2,222.36,629.68,575.85,167.38,241.82,183.48,109.34,128.35,374.59,46.82,66.34,55.76,667.93,455.62
628,174.31,309.42,140.7,163.56,267.12,361.53,224.85,626.98,575.57,169.76,243.12,182.08,108.19,130.76,373.47,47.7,66.81,55.66,667.73,458.19
629,178.44,314.97,143.64,168.35,273.6,381.82,233.89,634.85,575.13,169.32,244.87,182.71,110.53,132.59,391.5,48.11,66.67,55.87,680.83,468.81
630,175.06,310.88,141.06,164.06,259.31,363.75,231.84,614.12,575.32,169.5,244.56,177.18,106.82,131.96,380.15,47.87,67.05,54.92,646.46,458.58
631,171.83,299.5,137.18,158.76,244.07,348.59,223.3,602.0,584.79,172.39,249.93,177.25,103.67,133.71,368.35,47.73,69.07,54.37,628.51,444.33
632,172.14,301.37,136.47,157.78,242.08,352.42,222.95,603.05,608.05,172.55,251.64,177.6,103.72,133.28,362.15,47.15,71.01,54.63,625.3,452.72
633,170.09,296.97,134.01,154.46,231.19,341.83,222.33,587.0,600.04,173.13,252.02,174.11,101.0,132.84,355.88,47.42,71.14,54.28,610.93,445.34
634,165.75,285.26,129.8,151.12,219.17,325.31,216.46,580.61,584.67,172.6,250.87,171.94,97.37,130.42,348.0,47.61,70.63,52.88,597.74,434.44
635,167.66,282.06,128.37,150.79,215.04,328.98,214.14,585.07,581.36,173.3,250.04,173.0,95.1,131.44,344.1,47.25,68.61,51.82,594.0,426.77
636,170.4,287.62,130.29,155.54,222.03,340.79,214.99,592.54,591.09,173.0,253.51,175.11,97.74,134.85,350.43,47.91,68.97,52.15,612.76,431.67
637,165.29,279.83,127.25,151.71,212.58,328.33,210.18,573.85,590.39,171.9,254.02,173.66,93.06,132.96,341.13,47.58,69.05,51.17,597.87,420.44
638,165.07,280.52,127.96,152.79,217.83,334.76,210.77,586.5,582.12,170.42,251.93,176.56,93.89,130.76,337.86,46.86,68.61,51.11,605.58,425.47
639,167.4,285.3,130.53,158.12,221.98,342.72,217.31,597.62,594.3,172.9,253.37,179.06,96.93,132.84,348.61,48.11,68.28,51.83,617.15,436.4
640,167.23,286.36,128.25,154.0,214.82,325.73,200.42,597.72,603.53,175.47,255.38,179.42,94.02,132.7,226.19,47.4,68.85,53.02,633.91,428.11
641,166.42,280.81,124.94,148.3,201.83,336.26,188.07,592.73,591.74,174.84,255.46,177.23,89.85,132.1,218.22,46.94,67.39,52.78,619.98,417.48
642,161.79,274.03,119.61,144.35,195.15,335.02,184.11,586.95,571.7,172.15,250.35,173.31,88.14,128.63,215.52,45.38,65.86,51.36,607.61,408.67
643,162.88,280.72,123.25,146.07,199.02,332.67,186.99,587.88,568.21,173.74,252.17,173.91,90.69,128.81,209.91,45.71,65.96,51.94,599.82,413.95
644,156.8,270.22,119.51,139.39,187.88,292.14,180.95,560.07,553.76,173.3,249.87,168.44,85.16,124.96,198.4,44.57,65.06,50.9,560.43,399.12
645,156.57,283.22,115.02,138.17,184.15,293.84,174.95,559.54,554.08,174.85,248.79,169.39,84.91,129.84,188.54,44.45,66.19,49.31,556.88,397.9
646,163.64,289.63,119.41,144.6,197.82,292.5,205.73,578.94,562.0,177.5,238.13,175.85,89.64,132.29,199.52,41.7,67.22,50.63,590.54,410.53
647,157.65,277.52,114.97,124.28,185.47,290.25,200.47,554.39,531.72,171.71,233.19,170.25,85.52,123.14,190.36,39.76,66.4,48.98,563.77,395.95
648,157.96,284.47,117.16,124.5,195.33,300.98,211.13,576.35,528.95,167.76,230.92,174.0,89.84,126.4,199.46,40.45,66.43,49.86,571.09,407.29
649,159.48,281.78,118.13,124.25,196.02,303.08,212.03,581.17,528.08,167.99,232.19,172.54,91.13,126.25,199.87,40.37,67.17,49.92,570.68,407.58
650,166.02,289.98,122.58,125.93,203.34,317.54,223.41,603.66,544.43,173.86,236.1,176.23,99.42,132.37,204.01,41.62,66.75,51.58,592.64,423.35
651,156.77,277.35,116.75,116.41,188.44,291.09,208.28,579.99,517.32,170.39,234.35,170.28,93.87,129.56,188.32,40.38,64.95,49.61,564.17,400.51
652,157.28,274.73,115.66,114.77,186.75,288.55,203.77,580.1,503.36,170.41,236.5,167.45,95.34,126.8,180.97,40.0,64.36,49.33,551.0,391.01
653,152.06,264.58,113.08,108.79,169.5,262.37,196.21,562.92,498.83,171.7,239.24,164.94,86.36,121.73,173.1,39.76,62.58,48.96,512.66,376.91
654,154.51,269.5,114.58,108.86,175.95,266.68,197.65,581.39,501.46,171.49,240.71,168.24,88.73,123.0,177.66,40.3,63.64,49.55,523.37,393.03
655,146.5,260.55,113.96,105.37,166.3,244.67,188.74,567.11,489.08,170.66,240.64,164.69,87.92,123.28,166.37,39.84,61.43,48.65,521.3,379.33
656,142.56,255.35,113.16,106.93,161.75,242.67,191.24,571.57,486.18,170.4,244.72,165.9,87.06,124.03,174.31,41.39,61.45,48.29,522.36,388.49
657,147.11,261.12,116.52,113.06,177.06,256.53,198.62,588.24,497.27,173.72,243.4,169.74,95.12,126.33,187.64,41.48,63.14,49.56,548.32,405.45
658,145.54,261.5,114.79,110.81,172.64,241.46,200.04,582.67,494.53,175.47,243.87,168.5,94.24,126.55,186.51,41.87,64.49,49.0,534.95,402.86
659,149.24,266.82,116.7,115.37,181.77,253.87,202.62,608.15,490.47,174.46,245.35,174.98,102.47,128.62,190.56,42.84,65.64,50.6,561.63,409.65
660,140.82,254.08,112.4,107.11,169.38,236.6,192.24,570.57,429.4,163.65,243.96,170.3,96.28,125.24,177.19,42.13,63.32,48.36,528.3,397.88
661,137.35,253.14,110.75,107.32,171.24,236.47,191.29,546.21,422.93,161.2,244.77,167.62,96.67,125.88,183.48,42.02,64.54,41.72,526.0,394.38
662,137.59,252.56,109.31,107.59,166.94,221.3,193.54,543.19,416.43,162.21,247.5,169.81,93.5,126.04,186.35,42.01,66.21,42.94,532.84,399.09
663,143.11,260.65,111.67,107.56,168.98,224.97,196.23,526.36,429.48,165.6,249.04,169.93,95.07,129.89,187.44,42.88,66.41,43.35,554.61,406.76
664,140.36,259.62,105.93,104.1,161.54,209.39,181.28,524.2,437.71,167.82,251.89,167.86,91.16,129.22,180.34,43.07,66.65,43.77,546.43,398.41
665,140.52,262.52,105.84,106.78,169.75,219.6,183.83,531.63,440.11,168.97,253.01,170.01,92.65,131.44,187.83,43.7,66.81,44.0,548.08,402.5
666,143.78,265.9,108.3,111.08,178.51,235.91,191.63,550.66,464.99,170.11,253.05,174.13,98.75,132.74,191.4,44.13,66.7,44.99,560.07,408.6
667,149.64,273.24,112.8,115.15,188.11,253.21,195.13,583.28,470.76,171.77,255.26,177.97,102.26,134.11,195.19,44.16,67.4,45.62,583.38,428.22
668,148.84,271.87,114.04,120.21,186.72,252.75,193.64,580.13,466.22,167.75,256.74,176.76,101.86,133.29,197.44,44.28,66.48,45.05,576.29,416.48
669,148.71,272.42,114.14,121.68,183.2,246.79,188.64,573.62,456.99,166.49,253.42,174.42,101.22,134.56,192.91,43.93,66.12,45.23,563.66,418.16
